trait	method	n	abbreviation	color	category
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	predixcan_eqtl_all_pairs	27	MI_UKB	#004000	Cardiometabolic
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	predixcan_eqtl	10	MI_UKB	#004000	Cardiometabolic
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	predixcan_eqtl_enloc_all_pairs	5	MI_UKB	#004000	Cardiometabolic
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	predixcan_eqtl_mrcp	16	MI_UKB	#004000	Cardiometabolic
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	predixcan_eqtl_enloc	3	MI_UKB	#004000	Cardiometabolic
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	multixcan_eqtl	7	MI_UKB	#004000	Cardiometabolic
UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	multixcan_eqtl_enloc	2	MI_UKB	#004000	Cardiometabolic
UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	gwas	618	DVT_UKB	#004000	Cardiometabolic
UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	predixcan_sqtl_all_pairs	272	DVT_UKB	#004000	Cardiometabolic
UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	predixcan_sqtl	62	DVT_UKB	#004000	Cardiometabolic
UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	predixcan_sqtl_mrcp	14	DVT_UKB	#004000	Cardiometabolic
UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	predixcan_sqtl_enloc_all_pairs	1	DVT_UKB	#004000	Cardiometabolic
UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	predixcan_sqtl_enloc	1	DVT_UKB	#004000	Cardiometabolic
UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	multixcan_sqtl	67	DVT_UKB	#004000	Cardiometabolic
UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	multixcan_sqtl_enloc	1	DVT_UKB	#004000	Cardiometabolic
UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	predixcan_eqtl_all_pairs	69	DVT_UKB	#004000	Cardiometabolic
UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	predixcan_eqtl	18	DVT_UKB	#004000	Cardiometabolic
UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	predixcan_eqtl_enloc_all_pairs	0	DVT_UKB	#004000	Cardiometabolic
UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	predixcan_eqtl_mrcp	0	DVT_UKB	#004000	Cardiometabolic
UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	predixcan_eqtl_enloc	0	DVT_UKB	#004000	Cardiometabolic
UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	multixcan_eqtl	24	DVT_UKB	#004000	Cardiometabolic
UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	multixcan_eqtl_enloc	0	DVT_UKB	#004000	Cardiometabolic
UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	gwas	301	PE_UKB	#004000	Cardiometabolic
UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	predixcan_sqtl_all_pairs	123	PE_UKB	#004000	Cardiometabolic
UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	predixcan_sqtl	35	PE_UKB	#004000	Cardiometabolic
UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	predixcan_sqtl_mrcp	0	PE_UKB	#004000	Cardiometabolic
UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	predixcan_sqtl_enloc_all_pairs	0	PE_UKB	#004000	Cardiometabolic
UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	predixcan_sqtl_enloc	0	PE_UKB	#004000	Cardiometabolic
UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	multixcan_sqtl	34	PE_UKB	#004000	Cardiometabolic
UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	multixcan_sqtl_enloc	0	PE_UKB	#004000	Cardiometabolic
UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	predixcan_eqtl_all_pairs	43	PE_UKB	#004000	Cardiometabolic
UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	predixcan_eqtl	10	PE_UKB	#004000	Cardiometabolic
UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	predixcan_eqtl_enloc_all_pairs	0	PE_UKB	#004000	Cardiometabolic
UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	predixcan_eqtl_mrcp	0	PE_UKB	#004000	Cardiometabolic
UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	predixcan_eqtl_enloc	0	PE_UKB	#004000	Cardiometabolic
UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	multixcan_eqtl	10	PE_UKB	#004000	Cardiometabolic
UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	multixcan_eqtl_enloc	0	PE_UKB	#004000	Cardiometabolic
UKB_6152_8_diagnosed_by_doctor_Asthma	gwas	16125	ATH_UKB	#40A0A0	Immune
UKB_6152_8_diagnosed_by_doctor_Asthma	predixcan_sqtl_all_pairs	4247	ATH_UKB	#40A0A0	Immune
UKB_6152_8_diagnosed_by_doctor_Asthma	predixcan_sqtl	1017	ATH_UKB	#40A0A0	Immune
UKB_6152_8_diagnosed_by_doctor_Asthma	predixcan_sqtl_mrcp	162	ATH_UKB	#40A0A0	Immune
UKB_6152_8_diagnosed_by_doctor_Asthma	predixcan_sqtl_enloc_all_pairs	6	ATH_UKB	#40A0A0	Immune
UKB_6152_8_diagnosed_by_doctor_Asthma	predixcan_sqtl_enloc	6	ATH_UKB	#40A0A0	Immune
UKB_6152_8_diagnosed_by_doctor_Asthma	multixcan_sqtl	1130	ATH_UKB	#40A0A0	Immune
UKB_6152_8_diagnosed_by_doctor_Asthma	multixcan_sqtl_enloc	8	ATH_UKB	#40A0A0	Immune
UKB_6152_8_diagnosed_by_doctor_Asthma	predixcan_eqtl_all_pairs	1991	ATH_UKB	#40A0A0	Immune
UKB_6152_8_diagnosed_by_doctor_Asthma	predixcan_eqtl	302	ATH_UKB	#40A0A0	Immune
UKB_6152_8_diagnosed_by_doctor_Asthma	predixcan_eqtl_enloc_all_pairs	89	ATH_UKB	#40A0A0	Immune
UKB_6152_8_diagnosed_by_doctor_Asthma	predixcan_eqtl_mrcp	460	ATH_UKB	#40A0A0	Immune
UKB_6152_8_diagnosed_by_doctor_Asthma	predixcan_eqtl_enloc	42	ATH_UKB	#40A0A0	Immune
UKB_6152_8_diagnosed_by_doctor_Asthma	multixcan_eqtl	352	ATH_UKB	#40A0A0	Immune
UKB_6152_8_diagnosed_by_doctor_Asthma	multixcan_eqtl_enloc	51	ATH_UKB	#40A0A0	Immune
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	gwas	12915	HAY_UKB	#40A0A0	Immune
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	predixcan_sqtl_all_pairs	3015	HAY_UKB	#40A0A0	Immune
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	predixcan_sqtl	946	HAY_UKB	#40A0A0	Immune
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	predixcan_sqtl_mrcp	27	HAY_UKB	#40A0A0	Immune
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	predixcan_sqtl_enloc_all_pairs	5	HAY_UKB	#40A0A0	Immune
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	predixcan_sqtl_enloc	5	HAY_UKB	#40A0A0	Immune
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	multixcan_sqtl	1030	HAY_UKB	#40A0A0	Immune
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	multixcan_sqtl_enloc	7	HAY_UKB	#40A0A0	Immune
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	predixcan_eqtl_all_pairs	1728	HAY_UKB	#40A0A0	Immune
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	predixcan_eqtl	350	HAY_UKB	#40A0A0	Immune
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	predixcan_eqtl_enloc_all_pairs	111	HAY_UKB	#40A0A0	Immune
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	predixcan_eqtl_mrcp	404	HAY_UKB	#40A0A0	Immune
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	predixcan_eqtl_enloc	48	HAY_UKB	#40A0A0	Immune
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	multixcan_eqtl	421	HAY_UKB	#40A0A0	Immune
UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	multixcan_eqtl_enloc	56	HAY_UKB	#40A0A0	Immune
Astle_et_al_2016_Red_blood_cell_count	gwas	24459	RBC	#C00000	Blood
Astle_et_al_2016_Red_blood_cell_count	predixcan_sqtl_all_pairs	5946	RBC	#C00000	Blood
Astle_et_al_2016_Red_blood_cell_count	predixcan_sqtl	2089	RBC	#C00000	Blood
Astle_et_al_2016_Red_blood_cell_count	predixcan_sqtl_mrcp	587	RBC	#C00000	Blood
Astle_et_al_2016_Red_blood_cell_count	predixcan_sqtl_enloc_all_pairs	216	RBC	#C00000	Blood
Astle_et_al_2016_Red_blood_cell_count	predixcan_sqtl_enloc	79	RBC	#C00000	Blood
Astle_et_al_2016_Red_blood_cell_count	multixcan_sqtl	2355	RBC	#C00000	Blood
Astle_et_al_2016_Red_blood_cell_count	multixcan_sqtl_enloc	95	RBC	#C00000	Blood
Astle_et_al_2016_Red_blood_cell_count	predixcan_eqtl_all_pairs	3849	RBC	#C00000	Blood
Astle_et_al_2016_Red_blood_cell_count	predixcan_eqtl	740	RBC	#C00000	Blood
Astle_et_al_2016_Red_blood_cell_count	predixcan_eqtl_enloc_all_pairs	322	RBC	#C00000	Blood
Astle_et_al_2016_Red_blood_cell_count	predixcan_eqtl_mrcp	1048	RBC	#C00000	Blood
Astle_et_al_2016_Red_blood_cell_count	predixcan_eqtl_enloc	82	RBC	#C00000	Blood
Astle_et_al_2016_Red_blood_cell_count	multixcan_eqtl	888	RBC	#C00000	Blood
Astle_et_al_2016_Red_blood_cell_count	multixcan_eqtl_enloc	119	RBC	#C00000	Blood
UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	gwas	4	EPI_UKB	#0000A0	Psychiatric_neurologic
UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	predixcan_sqtl_all_pairs	0	EPI_UKB	#0000A0	Psychiatric_neurologic
UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	predixcan_sqtl	0	EPI_UKB	#0000A0	Psychiatric_neurologic
UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	predixcan_sqtl_mrcp	0	EPI_UKB	#0000A0	Psychiatric_neurologic
UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	predixcan_sqtl_enloc_all_pairs	0	EPI_UKB	#0000A0	Psychiatric_neurologic
UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	predixcan_sqtl_enloc	0	EPI_UKB	#0000A0	Psychiatric_neurologic
UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	multixcan_sqtl	0	EPI_UKB	#0000A0	Psychiatric_neurologic
UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	multixcan_sqtl_enloc	0	EPI_UKB	#0000A0	Psychiatric_neurologic
UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	predixcan_eqtl_all_pairs	0	EPI_UKB	#0000A0	Psychiatric_neurologic
UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	predixcan_eqtl	0	EPI_UKB	#0000A0	Psychiatric_neurologic
UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	predixcan_eqtl_enloc_all_pairs	0	EPI_UKB	#0000A0	Psychiatric_neurologic
UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	predixcan_eqtl_mrcp	0	EPI_UKB	#0000A0	Psychiatric_neurologic
UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	predixcan_eqtl_enloc	0	EPI_UKB	#0000A0	Psychiatric_neurologic
UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	multixcan_eqtl	0	EPI_UKB	#0000A0	Psychiatric_neurologic
UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	multixcan_eqtl_enloc	0	EPI_UKB	#0000A0	Psychiatric_neurologic
UKB_G43_Diagnoses_main_ICD10_G43_Migraine	gwas	0	MIGR_UKB	#0000A0	Psychiatric_neurologic
UKB_G43_Diagnoses_main_ICD10_G43_Migraine	predixcan_sqtl_all_pairs	0	MIGR_UKB	#0000A0	Psychiatric_neurologic
UKB_G43_Diagnoses_main_ICD10_G43_Migraine	predixcan_sqtl	0	MIGR_UKB	#0000A0	Psychiatric_neurologic
UKB_G43_Diagnoses_main_ICD10_G43_Migraine	predixcan_sqtl_mrcp	0	MIGR_UKB	#0000A0	Psychiatric_neurologic
UKB_G43_Diagnoses_main_ICD10_G43_Migraine	predixcan_sqtl_enloc_all_pairs	0	MIGR_UKB	#0000A0	Psychiatric_neurologic
UKB_G43_Diagnoses_main_ICD10_G43_Migraine	predixcan_sqtl_enloc	0	MIGR_UKB	#0000A0	Psychiatric_neurologic
UKB_G43_Diagnoses_main_ICD10_G43_Migraine	multixcan_sqtl	0	MIGR_UKB	#0000A0	Psychiatric_neurologic
UKB_G43_Diagnoses_main_ICD10_G43_Migraine	multixcan_sqtl_enloc	0	MIGR_UKB	#0000A0	Psychiatric_neurologic
UKB_G43_Diagnoses_main_ICD10_G43_Migraine	predixcan_eqtl_all_pairs	0	MIGR_UKB	#0000A0	Psychiatric_neurologic
UKB_G43_Diagnoses_main_ICD10_G43_Migraine	predixcan_eqtl	0	MIGR_UKB	#0000A0	Psychiatric_neurologic
UKB_G43_Diagnoses_main_ICD10_G43_Migraine	predixcan_eqtl_enloc_all_pairs	0	MIGR_UKB	#0000A0	Psychiatric_neurologic
UKB_G43_Diagnoses_main_ICD10_G43_Migraine	predixcan_eqtl_mrcp	0	MIGR_UKB	#0000A0	Psychiatric_neurologic
UKB_G43_Diagnoses_main_ICD10_G43_Migraine	predixcan_eqtl_enloc	0	MIGR_UKB	#0000A0	Psychiatric_neurologic
UKB_G43_Diagnoses_main_ICD10_G43_Migraine	multixcan_eqtl	1	MIGR_UKB	#0000A0	Psychiatric_neurologic
UKB_G43_Diagnoses_main_ICD10_G43_Migraine	multixcan_eqtl_enloc	0	MIGR_UKB	#0000A0	Psychiatric_neurologic
pgc.scz2	gwas	8698	SCZ	#0000A0	Psychiatric_neurologic
pgc.scz2	predixcan_sqtl_all_pairs	1943	SCZ	#0000A0	Psychiatric_neurologic
pgc.scz2	predixcan_sqtl	618	SCZ	#0000A0	Psychiatric_neurologic
pgc.scz2	predixcan_sqtl_mrcp	0	SCZ	#0000A0	Psychiatric_neurologic
pgc.scz2	predixcan_sqtl_enloc_all_pairs	0	SCZ	#0000A0	Psychiatric_neurologic
pgc.scz2	predixcan_sqtl_enloc	0	SCZ	#0000A0	Psychiatric_neurologic
pgc.scz2	multixcan_sqtl	734	SCZ	#0000A0	Psychiatric_neurologic
pgc.scz2	multixcan_sqtl_enloc	1	SCZ	#0000A0	Psychiatric_neurologic
pgc.scz2	predixcan_eqtl_all_pairs	1398	SCZ	#0000A0	Psychiatric_neurologic
pgc.scz2	predixcan_eqtl	302	SCZ	#0000A0	Psychiatric_neurologic
pgc.scz2	predixcan_eqtl_enloc_all_pairs	79	SCZ	#0000A0	Psychiatric_neurologic
pgc.scz2	predixcan_eqtl_mrcp	226	SCZ	#0000A0	Psychiatric_neurologic
pgc.scz2	predixcan_eqtl_enloc	25	SCZ	#0000A0	Psychiatric_neurologic
pgc.scz2	multixcan_eqtl	333	SCZ	#0000A0	Psychiatric_neurologic
pgc.scz2	multixcan_eqtl_enloc	36	SCZ	#0000A0	Psychiatric_neurologic
