phenotype	tissue	gene	gene_name	pvalue	rcp
Astle_et_al_2016_Neutrophil_count	Skin_Sun_Exposed_Lower_leg	ENSG00000283632.2	EXOC3L2	2.96900205864297e-31	0.544
Astle_et_al_2016_Neutrophil_count	Skin_Sun_Exposed_Lower_leg	ENSG00000213390.10	ARHGAP19	3.48153427031681e-23	0.565
Astle_et_al_2016_Neutrophil_count	Skin_Sun_Exposed_Lower_leg	ENSG00000132321.16	IQCA1	1.03700148200631e-12	0.754
Astle_et_al_2016_Neutrophil_count	Skin_Sun_Exposed_Lower_leg	ENSG00000144476.5	ACKR3	1.56700187242733e-12	0.645
Astle_et_al_2016_Neutrophil_count	Skin_Sun_Exposed_Lower_leg	ENSG00000183323.12	CCDC125	1.72117931638457e-11	0.685
Astle_et_al_2016_Neutrophil_count	Skin_Sun_Exposed_Lower_leg	ENSG00000197375.12	SLC22A5	2.19127522644444e-11	0.88
Astle_et_al_2016_Neutrophil_count	Skin_Sun_Exposed_Lower_leg	ENSG00000173535.13	TNFRSF10C	1.27299995526802e-10	0.945
Astle_et_al_2016_Neutrophil_count	Skin_Sun_Exposed_Lower_leg	ENSG00000149485.18	FADS1	1.45099827968325e-10	0.683
Astle_et_al_2016_Neutrophil_count	Skin_Sun_Exposed_Lower_leg	ENSG00000152254.10	G6PC2	5.82889772073642e-10	0.922
Astle_et_al_2016_Neutrophil_count	Skin_Sun_Exposed_Lower_leg	ENSG00000175489.9	LRRC25	1.6290253528269e-09	0.6
Astle_et_al_2016_Neutrophil_count	Skin_Sun_Exposed_Lower_leg	ENSG00000090382.6	LYZ	6.84600816316928e-09	0.563
Astle_et_al_2016_Neutrophil_count	Skin_Sun_Exposed_Lower_leg	ENSG00000100583.4	SAMD15	7.32695240155684e-09	0.515
Astle_et_al_2016_Neutrophil_count	Skin_Sun_Exposed_Lower_leg	ENSG00000168769.13	TET2	1.05598235653232e-08	0.657
Astle_et_al_2016_Neutrophil_count	Skin_Sun_Exposed_Lower_leg	ENSG00000141458.12	NPC1	1.74848838015118e-08	0.622
Astle_et_al_2016_Neutrophil_count	Skin_Sun_Exposed_Lower_leg	ENSG00000275832.4	ARHGAP23	2.19899803158459e-08	0.596
Astle_et_al_2016_Neutrophil_count	Skin_Sun_Exposed_Lower_leg	ENSG00000063176.15	SPHK2	4.01669964675722e-08	0.671
Astle_et_al_2016_Neutrophil_count	Small_Intestine_Terminal_Ileum	ENSG00000197375.12	SLC22A5	2.05900208424926e-15	0.884
Astle_et_al_2016_Neutrophil_count	Small_Intestine_Terminal_Ileum	ENSG00000152254.10	G6PC2	1.02099980520456e-13	0.926
Astle_et_al_2016_Neutrophil_count	Small_Intestine_Terminal_Ileum	ENSG00000175489.9	LRRC25	3.64270868551122e-12	0.965
Astle_et_al_2016_Neutrophil_count	Small_Intestine_Terminal_Ileum	ENSG00000173013.5	CCDC96	2.39672084466223e-09	0.711
Astle_et_al_2016_Neutrophil_count	Small_Intestine_Terminal_Ileum	ENSG00000134824.13	FADS2	2.47200119970735e-09	0.739
Astle_et_al_2016_Neutrophil_count	Small_Intestine_Terminal_Ileum	ENSG00000111725.10	PRKAB1	6.30699848595959e-08	0.98
Astle_et_al_2016_Neutrophil_count	Spleen	ENSG00000008838.19	MED24	9.18975740783227e-236	0.688
Astle_et_al_2016_Neutrophil_count	Spleen	ENSG00000197375.12	SLC22A5	5.76340801746756e-15	0.925
Astle_et_al_2016_Neutrophil_count	Spleen	ENSG00000136536.14	MARCH7	3.71156397273639e-13	0.651
Astle_et_al_2016_Neutrophil_count	Spleen	ENSG00000155893.12	PXYLP1	2.30711769499882e-12	0.768
Astle_et_al_2016_Neutrophil_count	Spleen	ENSG00000103187.7	COTL1	1.83200128689253e-11	0.962
Astle_et_al_2016_Neutrophil_count	Spleen	ENSG00000104938.16	CLEC4M	3.08580788765269e-10	0.896
Astle_et_al_2016_Neutrophil_count	Spleen	ENSG00000165555.9	NOXRED1	6.64301772422558e-10	0.503
Astle_et_al_2016_Neutrophil_count	Spleen	ENSG00000090382.6	LYZ	1.48331012155841e-09	0.863
Astle_et_al_2016_Neutrophil_count	Spleen	ENSG00000063176.15	SPHK2	3.50978961023191e-09	0.504
Astle_et_al_2016_Neutrophil_count	Spleen	ENSG00000232956.8	SNHG15	1.99202943031711e-08	0.542
Astle_et_al_2016_Neutrophil_count	Spleen	ENSG00000107798.17	LIPA	2.53525246636688e-08	0.703
Astle_et_al_2016_Neutrophil_count	Spleen	ENSG00000170180.19	GYPA	6.82600029702372e-08	0.51
Astle_et_al_2016_Neutrophil_count	Stomach	ENSG00000119535.17	CSF3R	2.06200866260646e-39	0.986
Astle_et_al_2016_Neutrophil_count	Stomach	ENSG00000197375.12	SLC22A5	3.27513350245672e-15	0.893
Astle_et_al_2016_Neutrophil_count	Stomach	ENSG00000183323.12	CCDC125	1.12741088180877e-14	0.716
Astle_et_al_2016_Neutrophil_count	Stomach	ENSG00000127022.14	CANX	2.66197136134373e-12	0.855
Astle_et_al_2016_Neutrophil_count	Stomach	ENSG00000149485.18	FADS1	1.39000154870546e-11	0.887
Astle_et_al_2016_Neutrophil_count	Stomach	ENSG00000175489.9	LRRC25	2.91548533613918e-11	0.907
Astle_et_al_2016_Neutrophil_count	Stomach	ENSG00000141452.9	C18orf8	1.58978359142641e-10	0.618
Astle_et_al_2016_Neutrophil_count	Stomach	ENSG00000063176.15	SPHK2	2.040998124849e-10	0.711
Astle_et_al_2016_Neutrophil_count	Stomach	ENSG00000152254.10	G6PC2	4.82317343995238e-10	0.934
Astle_et_al_2016_Neutrophil_count	Stomach	ENSG00000232956.8	SNHG15	2.68808706416964e-09	0.505
Astle_et_al_2016_Neutrophil_count	Stomach	ENSG00000107798.17	LIPA	4.44370616883424e-09	0.92
Astle_et_al_2016_Neutrophil_count	Stomach	ENSG00000090382.6	LYZ	7.67164094890576e-09	0.926
Astle_et_al_2016_Neutrophil_count	Stomach	ENSG00000104938.16	CLEC4M	2.87474529219091e-08	0.543
Astle_et_al_2016_Neutrophil_count	Testis	ENSG00000099256.18	PRTFDC1	6.96099190858649e-32	0.74
Astle_et_al_2016_Neutrophil_count	Testis	ENSG00000136689.18	IL1RN	2.45699336121691e-20	0.621
Astle_et_al_2016_Neutrophil_count	Testis	ENSG00000196735.11	HLA-DQA1	4.62769582761e-15	0.746
Astle_et_al_2016_Neutrophil_count	Testis	ENSG00000085491.15	SLC25A24	2.16287862597515e-13	0.908
Astle_et_al_2016_Neutrophil_count	Testis	ENSG00000186086.18	NBPF6	1.1569991244284e-10	0.731
Astle_et_al_2016_Neutrophil_count	Testis	ENSG00000100583.4	SAMD15	2.81267919214332e-09	0.551
Astle_et_al_2016_Neutrophil_count	Testis	ENSG00000186074.18	CD300LF	5.07600181167997e-09	0.928
Astle_et_al_2016_Neutrophil_count	Thyroid	ENSG00000081041.8	CXCL2	3.77102159008007e-79	0.636
Astle_et_al_2016_Neutrophil_count	Thyroid	ENSG00000197375.12	SLC22A5	8.13767702096524e-15	0.894
Astle_et_al_2016_Neutrophil_count	Thyroid	ENSG00000148384.12	INPP5E	8.60738376946344e-14	0.965
Astle_et_al_2016_Neutrophil_count	Thyroid	ENSG00000144476.5	ACKR3	1.5210002939024e-13	0.842
Astle_et_al_2016_Neutrophil_count	Thyroid	ENSG00000152254.10	G6PC2	1.57987667046639e-13	0.909
Astle_et_al_2016_Neutrophil_count	Thyroid	ENSG00000138002.14	IFT172	5.4990010471035e-13	0.671
Astle_et_al_2016_Neutrophil_count	Thyroid	ENSG00000175489.9	LRRC25	1.93299951978212e-12	0.916
Astle_et_al_2016_Neutrophil_count	Thyroid	ENSG00000063176.15	SPHK2	3.43060421580929e-12	0.872
Astle_et_al_2016_Neutrophil_count	Thyroid	ENSG00000155893.12	PXYLP1	5.2166742544101e-12	0.617
Astle_et_al_2016_Neutrophil_count	Thyroid	ENSG00000149485.18	FADS1	1.21300152096844e-11	0.88
Astle_et_al_2016_Neutrophil_count	Thyroid	ENSG00000104938.16	CLEC4M	2.24172790085848e-11	0.906
Astle_et_al_2016_Neutrophil_count	Thyroid	ENSG00000165555.9	NOXRED1	2.27539185482936e-11	0.648
Astle_et_al_2016_Neutrophil_count	Thyroid	ENSG00000180432.5	CYP8B1	1.44800133162328e-10	0.729
Astle_et_al_2016_Neutrophil_count	Thyroid	ENSG00000141452.9	C18orf8	2.04158114546787e-10	0.704
Astle_et_al_2016_Neutrophil_count	Thyroid	ENSG00000141458.12	NPC1	1.2642724217037e-09	0.693
Astle_et_al_2016_Neutrophil_count	Thyroid	ENSG00000111725.10	PRKAB1	1.77507760648668e-09	0.971
Astle_et_al_2016_Neutrophil_count	Thyroid	ENSG00000134058.11	CDK7	2.19287464076436e-09	0.693
Astle_et_al_2016_Neutrophil_count	Thyroid	ENSG00000136689.18	IL1RN	2.49142339391516e-09	0.644
Astle_et_al_2016_Neutrophil_count	Thyroid	ENSG00000100583.4	SAMD15	2.74961132030069e-09	0.658
Astle_et_al_2016_Neutrophil_count	Thyroid	ENSG00000162511.7	LAPTM5	3.97580442181093e-08	0.647
Astle_et_al_2016_Neutrophil_count	Thyroid	ENSG00000166272.16	WBP1L	6.4622172947363e-08	0.708
Astle_et_al_2016_Neutrophil_count	Uterus	ENSG00000152254.10	G6PC2	1.57123755186036e-13	0.831
Astle_et_al_2016_Neutrophil_count	Uterus	ENSG00000090382.6	LYZ	5.31409799295979e-09	0.792
Astle_et_al_2016_Neutrophil_count	Vagina	ENSG00000197375.12	SLC22A5	2.71105736439523e-14	0.512
Astle_et_al_2016_Neutrophil_count	Vagina	ENSG00000274979.1	RP11-1143G9.5	1.97828603023406e-10	0.791
Astle_et_al_2016_Neutrophil_count	Vagina	ENSG00000107099.15	DOCK8	2.0981165915187e-10	0.548
Astle_et_al_2016_Neutrophil_count	Vagina	ENSG00000104938.16	CLEC4M	2.71386746842941e-10	0.515
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000008838.19	MED24	1.28847683506868e-155	0.716
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000146592.16	CREB5	3.72001131335996e-79	1
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000153814.11	JAZF1	1.99923993829428e-51	1
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000105767.2	CADM4	1.76017867412832e-42	1
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000187122.16	SLIT1	4.50502620197257e-37	0.758
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000185201.16	IFITM2	3.16971916221569e-27	0.93
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000169252.5	ADRB2	2.85499565600732e-22	0.901
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000163464.7	CXCR1	3.06946419811702e-17	1
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000147852.15	VLDLR	1.45578862928452e-15	0.636
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000111850.10	SMIM8	2.56926739540243e-15	0.738
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000022567.9	SLC45A4	9.36300564008611e-15	0.979
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000113742.12	CPEB4	3.11895866821004e-14	0.991
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000131507.10	NDFIP1	4.51783495186375e-14	0.751
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000197208.5	SLC22A4	7.77658365782475e-14	0.871
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000197375.12	SLC22A5	2.08100599627165e-13	0.959
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000063180.8	CA11	1.7921732831642e-12	0.96
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000123636.17	BAZ2B	2.63224482644468e-12	0.706
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000124788.17	ATXN1	2.6745692404286e-12	0.968
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000180871.7	CXCR2	2.8092100025282e-12	0.996
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000163050.16	COQ8A	6.61902138217706e-12	0.758
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000188452.13	CERKL	1.19100000234322e-11	0.965
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000115232.13	ITGA4	2.41923761459418e-11	0.966
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000143801.16	PSEN2	2.49970289068382e-11	0.726
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000141452.9	C18orf8	2.89715113880108e-11	0.843
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000100580.7	TMED8	2.93700204667495e-11	0.841
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000100583.4	SAMD15	3.02945393317638e-11	0.851
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000119535.17	CSF3R	3.62055030928206e-11	0.568
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000155893.12	PXYLP1	7.00823386904368e-11	0.696
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000072694.20	FCGR2B	8.9335880407404e-11	0.823
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000135535.15	CD164	1.15892524127937e-10	0.555
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000185650.9	ZFP36L1	1.26144574612399e-10	0.926
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000148396.18	SEC16A	1.71165462198386e-10	0.653
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000149485.18	FADS1	2.46999979650023e-10	0.542
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000165555.9	NOXRED1	3.22074162629595e-10	0.676
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000085491.15	SLC25A24	6.251435788793e-10	0.959
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000090382.6	LYZ	1.88242185113924e-09	0.998
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000143771.11	CNIH4	2.82177106593164e-09	0.616
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000120889.12	TNFRSF10B	3.19600358119763e-09	0.853
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000173535.13	TNFRSF10C	3.32448261606911e-09	0.818
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000107798.17	LIPA	4.66829832909398e-09	0.968
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000198369.9	SPRED2	5.38433862934567e-09	0.876
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000170265.11	ZNF282	7.5660074595775e-09	0.512
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000157557.11	ETS2	8.63868988093517e-09	0.955
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000182511.11	FES	1.34741103581963e-08	0.593
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000118495.18	PLAGL1	1.36899936625046e-08	0.995
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000169976.6	SF3B5	1.36899936625046e-08	0.995
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000162511.7	LAPTM5	1.56222575242284e-08	0.845
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000146197.8	SCUBE3	2.27099968775894e-08	0.554
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000065029.14	ZNF76	2.60200261093254e-08	0.745
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000235888.1	AF064858.8	3.00971183577808e-08	0.866
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000023892.10	DEF6	3.53444686820579e-08	0.726
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000114770.16	ABCC5	4.28857435410569e-08	0.929
Astle_et_al_2016_Neutrophil_count	Whole_Blood	ENSG00000232837.1	LINC01700	6.96080983665253e-08	0.932
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000030110.12	BAK1	1.8474583450053e-113	0.951
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000110395.6	CBL	4.80896831043564e-43	0.738
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000152518.7	ZFP36L2	1.43365409086144e-28	0.847
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000135093.12	USP30	9.08680356770359e-25	0.506
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000168496.3	FEN1	3.58899977762619e-22	0.573
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000149485.18	FADS1	4.79399698159472e-22	0.583
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000007341.18	ST7L	1.30507324044502e-20	0.699
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000116489.12	CAPZA1	5.97747085271362e-19	0.625
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000139835.13	GRTP1	1.63082981415795e-17	0.963
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000197375.12	SLC22A5	1.63429298657532e-14	0.558
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000170638.9	TRABD	2.14157423265709e-14	0.998
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000172803.17	SNX32	1.20500114949502e-13	0.547
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000271590.1	RP11-181E10.3	1.41189797895694e-13	0.957
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000256433.2	RP1-102E24.8	1.01120138771002e-12	0.949
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000179912.20	R3HDM2	2.57500122887185e-11	0.518
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000270091.1	RP11-78O7.2	7.62600266524684e-11	0.703
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000276234.4	TADA2A	5.73051562555083e-10	0.503
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000131849.11	ZNF132	9.86292218744154e-10	0.773
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000099256.18	PRTFDC1	4.11749715492064e-09	0.812
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000105726.16	ATP13A1	5.38277393357876e-09	0.953
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000089327.14	FXYD5	1.10870430142851e-08	0.523
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000184371.13	CSF1	2.25651802994588e-08	0.996
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000263627.1	PPP4R1-AS1	2.40099687537981e-08	0.776
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000166965.12	RCCD1	3.09862750014727e-08	0.681
Astle_et_al_2016_Platelet_count	Adipose_Subcutaneous	ENSG00000165025.14	SYK	5.32012729885048e-08	0.633
Astle_et_al_2016_Platelet_count	Adipose_Visceral_Omentum	ENSG00000030110.12	BAK1	1.97003184655941e-144	0.939
Astle_et_al_2016_Platelet_count	Adipose_Visceral_Omentum	ENSG00000135093.12	USP30	9.83860796597012e-25	0.527
Astle_et_al_2016_Platelet_count	Adipose_Visceral_Omentum	ENSG00000007341.18	ST7L	4.16256444856737e-21	0.627
Astle_et_al_2016_Platelet_count	Adipose_Visceral_Omentum	ENSG00000170638.9	TRABD	4.74664240247071e-20	0.997
Astle_et_al_2016_Platelet_count	Adipose_Visceral_Omentum	ENSG00000188603.18	CLN3	2.8646942087314e-19	0.651
Astle_et_al_2016_Platelet_count	Adipose_Visceral_Omentum	ENSG00000197375.12	SLC22A5	9.12230509612843e-18	0.513
Astle_et_al_2016_Platelet_count	Adipose_Visceral_Omentum	ENSG00000139835.13	GRTP1	1.11200353476604e-16	0.955
Astle_et_al_2016_Platelet_count	Adipose_Visceral_Omentum	ENSG00000105726.16	ATP13A1	1.23513817503473e-16	0.926
Astle_et_al_2016_Platelet_count	Adipose_Visceral_Omentum	ENSG00000223572.9	CKMT1A	1.54222111938457e-16	0.937
Astle_et_al_2016_Platelet_count	Adipose_Visceral_Omentum	ENSG00000030582.17	GRN	2.75439783518918e-15	0.646
Astle_et_al_2016_Platelet_count	Adipose_Visceral_Omentum	ENSG00000230499.1	AC108463.1	3.53300479092231e-15	0.986
Astle_et_al_2016_Platelet_count	Adipose_Visceral_Omentum	ENSG00000271590.1	RP11-181E10.3	9.67237321588168e-14	0.969
Astle_et_al_2016_Platelet_count	Adipose_Visceral_Omentum	ENSG00000172803.17	SNX32	8.61436173846342e-13	0.514
Astle_et_al_2016_Platelet_count	Adipose_Visceral_Omentum	ENSG00000172965.14	MIR4435-2HG	2.70899990868431e-11	0.933
Astle_et_al_2016_Platelet_count	Adipose_Visceral_Omentum	ENSG00000256433.2	RP1-102E24.8	3.03678120405216e-11	0.811
Astle_et_al_2016_Platelet_count	Adipose_Visceral_Omentum	ENSG00000131849.11	ZNF132	1.25784593678131e-09	0.744
Astle_et_al_2016_Platelet_count	Adipose_Visceral_Omentum	ENSG00000166965.12	RCCD1	9.17117253464583e-09	0.629
Astle_et_al_2016_Platelet_count	Adipose_Visceral_Omentum	ENSG00000263627.1	PPP4R1-AS1	1.18274034538817e-08	0.77
Astle_et_al_2016_Platelet_count	Adipose_Visceral_Omentum	ENSG00000103966.10	EHD4	1.20892007943237e-08	0.548
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000030110.12	BAK1	1.00406137483557e-131	0.95
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000110395.6	CBL	4.27898132326053e-43	0.764
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000205436.7	EXOC3L4	1.23900678822743e-37	0.925
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000010278.12	CD9	1.83798937811779e-36	0.583
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000184730.10	APOBR	4.77928396041258e-28	0.771
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000231389.7	HLA-DPA1	1.25100112014984e-26	0.548
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000007341.18	ST7L	5.25400180636607e-21	0.656
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000183726.10	TMEM50A	8.41569229018288e-21	0.725
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000271590.1	RP11-181E10.3	3.29228746900073e-17	0.992
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000105726.16	ATP13A1	1.24300206624071e-16	0.888
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000106327.12	TFR2	1.81099910586891e-13	0.872
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000256433.2	RP1-102E24.8	2.1162821973811e-13	0.935
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000172803.17	SNX32	8.29015952377966e-13	0.565
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000010704.18	HFE	3.69200076145826e-12	0.818
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000183508.4	FAM46C	4.79898437695866e-12	0.813
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000131849.11	ZNF132	5.06744633840711e-10	0.704
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000103966.10	EHD4	1.47118387472801e-09	0.671
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000276234.4	TADA2A	4.03308077247569e-09	0.529
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000263627.1	PPP4R1-AS1	1.68700231330396e-08	0.78
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000104064.16	GABPB1	2.23210885491407e-08	0.835
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000269473.1	CTD-2619J13.19	3.19734306342225e-08	0.589
Astle_et_al_2016_Platelet_count	Adrenal_Gland	ENSG00000129991.12	TNNI3	3.88700352508755e-08	0.923
Astle_et_al_2016_Platelet_count	Artery_Aorta	ENSG00000030110.12	BAK1	2.04663506914176e-143	0.952
Astle_et_al_2016_Platelet_count	Artery_Aorta	ENSG00000170638.9	TRABD	1.79631883463155e-50	1
Astle_et_al_2016_Platelet_count	Artery_Aorta	ENSG00000110395.6	CBL	4.80896831043564e-43	0.691
Astle_et_al_2016_Platelet_count	Artery_Aorta	ENSG00000135093.12	USP30	2.23200583393247e-30	0.88
Astle_et_al_2016_Platelet_count	Artery_Aorta	ENSG00000152518.7	ZFP36L2	4.01499139288402e-25	0.891
Astle_et_al_2016_Platelet_count	Artery_Aorta	ENSG00000007341.18	ST7L	3.50998706355164e-21	0.69
Astle_et_al_2016_Platelet_count	Artery_Aorta	ENSG00000105726.16	ATP13A1	5.37581234388753e-21	0.999
Astle_et_al_2016_Platelet_count	Artery_Aorta	ENSG00000149485.18	FADS1	3.35750225662367e-18	0.541
Astle_et_al_2016_Platelet_count	Artery_Aorta	ENSG00000139835.13	GRTP1	4.30620448960456e-15	0.968
Astle_et_al_2016_Platelet_count	Artery_Aorta	ENSG00000185024.16	BRF1	1.09399860938423e-14	0.514
Astle_et_al_2016_Platelet_count	Artery_Aorta	ENSG00000197136.4	PCNX3	2.53900006177021e-14	0.646
Astle_et_al_2016_Platelet_count	Artery_Aorta	ENSG00000061273.17	HDAC7	4.4999929696798e-14	0.62
Astle_et_al_2016_Platelet_count	Artery_Aorta	ENSG00000172803.17	SNX32	1.20500114949503e-13	0.56
Astle_et_al_2016_Platelet_count	Artery_Aorta	ENSG00000099889.13	ARVCF	2.27302164763536e-11	0.83
Astle_et_al_2016_Platelet_count	Artery_Aorta	ENSG00000145332.13	KLHL8	2.38223546782387e-10	0.599
Astle_et_al_2016_Platelet_count	Artery_Aorta	ENSG00000276234.4	TADA2A	2.84812454241031e-10	0.518
Astle_et_al_2016_Platelet_count	Artery_Aorta	ENSG00000272236.1	XXbac-BPG170G13.32	7.48375565107597e-10	0.522
Astle_et_al_2016_Platelet_count	Artery_Aorta	ENSG00000131849.11	ZNF132	2.4304538485491e-09	0.706
Astle_et_al_2016_Platelet_count	Artery_Aorta	ENSG00000108599.14	AKAP10	3.79411366200241e-09	0.548
Astle_et_al_2016_Platelet_count	Artery_Aorta	ENSG00000089327.14	FXYD5	3.89084574703874e-09	0.917
Astle_et_al_2016_Platelet_count	Artery_Aorta	ENSG00000276023.4	DUSP14	4.14013899505522e-09	0.511
