phenotype	intron	pvalue	rcp
Astle_et_al_2016_Red_blood_cell_count	intron_12_132527988_132543175	8.67799069657837e-14	0.73
Astle_et_al_2016_Red_blood_cell_count	intron_22_45950146_45976684	2.28072247156448e-13	0.595
Astle_et_al_2016_Red_blood_cell_count	intron_1_3773181_3775795	8.93198582505992e-13	0.729
Astle_et_al_2016_Red_blood_cell_count	intron_12_48343727_48344599	1.14273487153822e-12	0.977
Astle_et_al_2016_Red_blood_cell_count	intron_1_155214684_155214836	1.75676692712604e-12	0.716
Astle_et_al_2016_Red_blood_cell_count	intron_7_80674147_80676108	2.23736019598499e-12	0.646
Astle_et_al_2016_Red_blood_cell_count	intron_20_25284251_25288028	4.38273198195211e-12	0.663
Astle_et_al_2016_Red_blood_cell_count	intron_16_72058355_72075145	5.48027449738183e-12	0.919
Astle_et_al_2016_Red_blood_cell_count	intron_19_2138714_2151239	7.52027196800132e-12	0.58
Astle_et_al_2016_Red_blood_cell_count	intron_1_155186209_155186730	7.96560120767937e-12	0.979
Astle_et_al_2016_Red_blood_cell_count	intron_1_155186209_155187225	7.96560120767981e-12	0.866
Astle_et_al_2016_Red_blood_cell_count	intron_20_25300884_25301719	8.03359849315257e-12	0.515
Astle_et_al_2016_Red_blood_cell_count	intron_7_80674147_80676140	1.04962087914146e-11	0.566
Astle_et_al_2016_Red_blood_cell_count	intron_20_25288225_25288425	1.32723788239944e-11	0.634
Astle_et_al_2016_Red_blood_cell_count	intron_20_25284251_25288425	1.36221431765777e-11	0.671
Astle_et_al_2016_Red_blood_cell_count	intron_19_49583952_49584494	2.19400304107467e-11	0.565
Astle_et_al_2016_Red_blood_cell_count	intron_4_87132408_87134471	2.26800131720314e-11	0.527
Astle_et_al_2016_Red_blood_cell_count	intron_4_87134694_87135580	2.26800131720316e-11	0.583
Astle_et_al_2016_Red_blood_cell_count	intron_22_32475124_32478981	4.13455551883016e-11	0.554
Astle_et_al_2016_Red_blood_cell_count	intron_22_37066962_37069073	4.31217662237625e-11	0.993
Astle_et_al_2016_Red_blood_cell_count	intron_22_32475398_32478981	4.59852365189032e-11	0.507
Astle_et_al_2016_Red_blood_cell_count	intron_7_80674147_80676384	4.97387325323954e-11	0.644
Astle_et_al_2016_Red_blood_cell_count	intron_19_49581481_49583207	6.3259478700887e-11	0.582
Astle_et_al_2016_Red_blood_cell_count	intron_13_75526639_75527813	6.99592417354822e-11	0.55
Astle_et_al_2016_Red_blood_cell_count	intron_19_49583952_49588497	1.08817560767638e-10	0.562
Astle_et_al_2016_Red_blood_cell_count	intron_9_98007702_98011271	1.12899924199265e-10	0.698
Astle_et_al_2016_Red_blood_cell_count	intron_2_121237515_121237623	1.24537616088758e-10	0.713
Astle_et_al_2016_Red_blood_cell_count	intron_19_35259064_35261925	1.34711155264056e-10	0.821
Astle_et_al_2016_Red_blood_cell_count	intron_6_7231907_7246424	1.38499028284694e-10	0.871
Astle_et_al_2016_Red_blood_cell_count	intron_1_155214684_155215054	1.56200008310976e-10	0.824
Astle_et_al_2016_Red_blood_cell_count	intron_6_31356442_31356688	1.57674878346781e-10	0.988
Astle_et_al_2016_Red_blood_cell_count	intron_16_72059188_72060112	1.72089703500574e-10	0.948
Astle_et_al_2016_Red_blood_cell_count	intron_2_121235311_121237623	1.75100031845479e-10	0.658
Astle_et_al_2016_Red_blood_cell_count	intron_2_121235311_121237420	1.75100031845481e-10	0.647
Astle_et_al_2016_Red_blood_cell_count	intron_8_47971468_47972857	1.94657663004212e-10	0.625
Astle_et_al_2016_Red_blood_cell_count	intron_19_49560692_49564155	2.04127458766939e-10	0.549
Astle_et_al_2016_Red_blood_cell_count	intron_5_177371396_177371873	4.96243166380582e-10	0.565
Astle_et_al_2016_Red_blood_cell_count	intron_19_49581481_49583542	5.07418150571528e-10	0.589
Astle_et_al_2016_Red_blood_cell_count	intron_5_177371396_177371475	5.17511227680454e-10	0.648
Astle_et_al_2016_Red_blood_cell_count	intron_5_177371589_177371873	5.9830424994403e-10	0.525
Astle_et_al_2016_Red_blood_cell_count	intron_16_72057466_72059143	6.31883359058196e-10	0.936
Astle_et_al_2016_Red_blood_cell_count	intron_9_98005153_98007502	9.2623872447115e-10	0.649
Astle_et_al_2016_Red_blood_cell_count	intron_9_98005153_98011271	9.28592085678247e-10	0.693
Astle_et_al_2016_Red_blood_cell_count	intron_11_67321333_67387535	1.02327945187711e-09	0.885
Astle_et_al_2016_Red_blood_cell_count	intron_1_119727102_119729509	1.12372533735774e-09	0.896
Astle_et_al_2016_Red_blood_cell_count	intron_1_119727102_119734634	1.28420385828443e-09	0.896
Astle_et_al_2016_Red_blood_cell_count	intron_17_39659553_39659800	1.36028326511225e-09	0.553
Astle_et_al_2016_Red_blood_cell_count	intron_3_52799921_52800538	2.32200131474201e-09	0.593
Astle_et_al_2016_Red_blood_cell_count	intron_1_155215162_155215563	2.91171021507152e-09	0.818
Astle_et_al_2016_Red_blood_cell_count	intron_17_61368494_61391977	2.96793170003242e-09	0.528
Astle_et_al_2016_Red_blood_cell_count	intron_1_119729633_119734634	3.01958020985567e-09	0.788
Astle_et_al_2016_Red_blood_cell_count	intron_1_209763587_209772948	3.15570500348429e-09	0.505
Astle_et_al_2016_Red_blood_cell_count	intron_11_64236009_64236254	5.61624260833144e-09	0.667
Astle_et_al_2016_Red_blood_cell_count	intron_1_155215400_155215563	7.44760380419599e-09	0.83
Astle_et_al_2016_Red_blood_cell_count	intron_11_64236327_64237187	7.52501981430736e-09	0.582
Astle_et_al_2016_Red_blood_cell_count	intron_11_64237222_64237521	8.16880360302e-09	0.668
Astle_et_al_2016_Red_blood_cell_count	intron_17_81552052_81552166	9.15119902232039e-09	0.921
Astle_et_al_2016_Red_blood_cell_count	intron_3_52805840_52806103	9.51901310031493e-09	0.598
Astle_et_al_2016_Red_blood_cell_count	intron_4_121804759_121807540	1.02170706289311e-08	0.556
Astle_et_al_2016_Red_blood_cell_count	intron_16_119255_130522	1.08645280868718e-08	0.557
Astle_et_al_2016_Red_blood_cell_count	intron_4_121801490_121801827	1.50899834594841e-08	0.525
Astle_et_al_2016_Red_blood_cell_count	intron_11_64237222_64237420	2.93756665231085e-08	0.773
Astle_et_al_2016_Red_blood_cell_count	intron_19_49583304_49583542	2.98350738917667e-08	0.555
Astle_et_al_2016_Red_blood_cell_count	intron_4_15605799_15612266	3.70866722092445e-08	0.532
Astle_et_al_2016_Red_blood_cell_count	intron_10_102831635_102834177	4.60599997591616e-08	0.638
Astle_et_al_2016_Red_blood_cell_count	intron_10_102831696_102832667	4.60599997591616e-08	0.63
Astle_et_al_2016_Red_blood_cell_count	intron_10_102831635_102832667	4.60599997591619e-08	0.652
Astle_et_al_2016_Red_blood_cell_count	intron_10_102832015_102832667	4.60599997591619e-08	0.514
Astle_et_al_2016_Red_blood_cell_count	intron_19_18309861_18312604	1.09332194757806e-07	0.782
Astle_et_al_2016_Red_blood_cell_count	intron_21_33735204_33735306	1.22817198635577e-07	0.56
Astle_et_al_2016_Red_blood_cell_count	intron_21_33735204_33750143	1.52813964400328e-07	0.659
Astle_et_al_2016_Red_blood_cell_count	intron_3_52797930_52798218	1.85596119235202e-07	0.728
Astle_et_al_2016_Red_blood_cell_count	intron_17_83092510_83093167	1.89099934708537e-07	0.8
Astle_et_al_2016_Reticulocyte_count	intron_20_4175263_4177351	0	0.535
Astle_et_al_2016_Reticulocyte_count	intron_20_4148977_4175030	0	0.576
Astle_et_al_2016_Reticulocyte_count	intron_3_50297672_50299213	4.39002298924318e-67	0.668
Astle_et_al_2016_Reticulocyte_count	intron_3_50295619_50299213	2.52067256773594e-66	0.923
Astle_et_al_2016_Reticulocyte_count	intron_6_31463279_31477027	2.07243268335289e-50	0.614
Astle_et_al_2016_Reticulocyte_count	intron_6_32007470_32007671	4.65135560405236e-49	0.988
Astle_et_al_2016_Reticulocyte_count	intron_6_31463279_31463371	5.03348666500655e-46	0.909
Astle_et_al_2016_Reticulocyte_count	intron_1_3773181_3775795	2.43900336596165e-42	0.934
Astle_et_al_2016_Reticulocyte_count	intron_6_32040205_32040406	2.75672639606191e-40	0.944
Astle_et_al_2016_Reticulocyte_count	intron_5_52788414_52849365	4.66340319607327e-36	0.545
Astle_et_al_2016_Reticulocyte_count	intron_3_50293721_50294709	9.44604132106528e-34	0.574
Astle_et_al_2016_Reticulocyte_count	intron_14_23016635_23033368	1.12386687655563e-33	0.945
Astle_et_al_2016_Reticulocyte_count	intron_14_23027829_23033368	3.65801172216084e-33	0.68
Astle_et_al_2016_Reticulocyte_count	intron_14_23026375_23033368	6.26422770757196e-33	0.897
Astle_et_al_2016_Reticulocyte_count	intron_22_37066962_37069073	1.53740430873228e-30	0.654
Astle_et_al_2016_Reticulocyte_count	intron_7_6038671_6038918	6.4415135611341e-28	0.668
Astle_et_al_2016_Reticulocyte_count	intron_7_6038671_6040892	1.52706293105586e-27	0.697
Astle_et_al_2016_Reticulocyte_count	intron_19_10628004_10634756	7.04202396780207e-27	0.642
Astle_et_al_2016_Reticulocyte_count	intron_19_10627795_10627920	7.96288107125433e-27	0.54
Astle_et_al_2016_Reticulocyte_count	intron_17_76385169_76385451	3.2095093295106e-24	0.846
Astle_et_al_2016_Reticulocyte_count	intron_7_6039035_6040892	1.97499685768184e-23	0.646
Astle_et_al_2016_Reticulocyte_count	intron_7_6046151_6046777	8.86238238814959e-23	0.804
Astle_et_al_2016_Reticulocyte_count	intron_19_10625670_10626253	1.36051348221354e-22	0.721
Astle_et_al_2016_Reticulocyte_count	intron_7_6046151_6046992	1.45404581026942e-22	0.804
Astle_et_al_2016_Reticulocyte_count	intron_15_78264895_78273095	2.98875728013114e-21	0.844
Astle_et_al_2016_Reticulocyte_count	intron_2_27372740_27373247	3.67999104962235e-20	0.966
Astle_et_al_2016_Reticulocyte_count	intron_6_32756466_32757773	9.36511588217418e-18	0.757
Astle_et_al_2016_Reticulocyte_count	intron_9_132988468_132989742	7.90199997025209e-17	0.74
Astle_et_al_2016_Reticulocyte_count	intron_22_50532111_50532477	2.03058527081437e-15	0.898
Astle_et_al_2016_Reticulocyte_count	intron_12_8780112_8780575	2.50800325340509e-15	0.907
Astle_et_al_2016_Reticulocyte_count	intron_12_8777802_8780575	3.74400530102432e-15	0.825
Astle_et_al_2016_Reticulocyte_count	intron_10_45458543_45459120	4.79477627003167e-15	0.914
Astle_et_al_2016_Reticulocyte_count	intron_12_8698297_8699785	5.90034921975301e-15	0.741
Astle_et_al_2016_Reticulocyte_count	intron_12_8776415_8776767	6.71400830471068e-15	0.567
Astle_et_al_2016_Reticulocyte_count	intron_12_8777802_8780035	7.1599441690025e-15	0.91
Astle_et_al_2016_Reticulocyte_count	intron_12_8698297_8713811	9.59302009624501e-15	0.748
Astle_et_al_2016_Reticulocyte_count	intron_22_50521848_50521986	2.06099634606241e-14	0.563
Astle_et_al_2016_Reticulocyte_count	intron_2_164695833_164699405	2.32781226918644e-14	0.722
Astle_et_al_2016_Reticulocyte_count	intron_2_164695836_164699405	2.41463248471417e-14	0.786
Astle_et_al_2016_Reticulocyte_count	intron_22_50527717_50529136	3.03200419905504e-14	0.82
Astle_et_al_2016_Reticulocyte_count	intron_22_50524424_50526246	3.71147488835341e-14	0.93
Astle_et_al_2016_Reticulocyte_count	intron_2_164700756_164704444	4.90359573247252e-14	0.842
Astle_et_al_2016_Reticulocyte_count	intron_22_50526141_50526246	6.14953987496019e-14	0.871
Astle_et_al_2016_Reticulocyte_count	intron_9_137206309_137212502	6.55398808826847e-14	0.953
Astle_et_al_2016_Reticulocyte_count	intron_1_25247029_25247309	7.57566454439259e-14	0.61
Astle_et_al_2016_Reticulocyte_count	intron_2_164700756_164703104	2.14673424071637e-13	0.865
Astle_et_al_2016_Reticulocyte_count	intron_1_25253937_25267740	2.77988490491511e-13	0.549
Astle_et_al_2016_Reticulocyte_count	intron_1_205256416_205271120	5.86200857689884e-13	0.542
Astle_et_al_2016_Reticulocyte_count	intron_22_50526738_50526898	5.7856763474534e-12	0.662
Astle_et_al_2016_Reticulocyte_count	intron_22_50526738_50529904	6.34699909921285e-12	0.857
Astle_et_al_2016_Reticulocyte_count	intron_22_50530560_50530712	6.3469990992129e-12	0.622
Astle_et_al_2016_Reticulocyte_count	intron_14_23026375_23027745	1.29767392112323e-11	0.604
Astle_et_al_2016_Reticulocyte_count	intron_17_80137501_80138142	4.80100494036508e-11	0.814
Astle_et_al_2016_Reticulocyte_count	intron_19_55015165_55015683	7.73100416381084e-11	0.651
Astle_et_al_2016_Reticulocyte_count	intron_6_16289568_16290462	4.65526293441359e-10	0.923
Astle_et_al_2016_Reticulocyte_count	intron_6_16274496_16278784	4.99645984547411e-10	0.529
Astle_et_al_2016_Reticulocyte_count	intron_16_89873859_89883351	5.07200325108507e-10	0.937
Astle_et_al_2016_Reticulocyte_count	intron_16_89873859_89878461	6.60067178524915e-10	0.845
Astle_et_al_2016_Reticulocyte_count	intron_6_16285835_16290462	7.30203849149198e-10	0.935
Astle_et_al_2016_Reticulocyte_count	intron_13_109756308_109782042	9.56698324428645e-10	0.607
Astle_et_al_2016_Reticulocyte_count	intron_17_28704843_28711570	1.13084405431056e-09	0.726
Astle_et_al_2016_Reticulocyte_count	intron_12_53381813_53382254	1.84160606118206e-09	0.525
Astle_et_al_2016_Reticulocyte_count	intron_8_85341659_85342749	2.43300000045627e-09	0.573
Astle_et_al_2016_Reticulocyte_count	intron_19_55042136_55044905	3.63713144727812e-09	0.57
Astle_et_al_2016_Reticulocyte_count	intron_11_61790602_61801867	4.9759968454563e-09	0.584
Astle_et_al_2016_Reticulocyte_count	intron_16_11345766_11350642	6.61096549083055e-09	0.586
Astle_et_al_2016_Reticulocyte_count	intron_11_61826137_61826283	6.88826299289384e-09	0.563
Astle_et_al_2016_Reticulocyte_count	intron_12_53380298_53381659	7.64966754385583e-09	0.526
Astle_et_al_2016_Reticulocyte_count	intron_5_133089695_133092700	8.51200129639636e-09	0.979
Astle_et_al_2016_Reticulocyte_count	intron_5_133091374_133092700	8.62531925718537e-09	0.98
Astle_et_al_2016_Reticulocyte_count	intron_11_61811075_61812471	9.0080106519259e-09	0.501
Astle_et_al_2016_Reticulocyte_count	intron_11_61802462_61802801	9.64499314485282e-09	0.511
Astle_et_al_2016_Reticulocyte_count	intron_2_32575366_32590806	1.40599944853921e-08	0.838
Astle_et_al_2016_Reticulocyte_count	intron_16_29912049_29923190	1.53500182249555e-08	0.6
Astle_et_al_2016_Reticulocyte_count	intron_11_61789990_61790375	1.55763719619862e-08	0.616
Astle_et_al_2016_Reticulocyte_count	intron_4_109988709_109993247	1.59930477720316e-08	0.584
Astle_et_al_2016_Reticulocyte_count	intron_4_153466521_153467211	2.01361215539008e-08	0.504
Astle_et_al_2016_Reticulocyte_count	intron_6_16285835_16289426	2.2258474747814e-08	0.909
Astle_et_al_2016_Reticulocyte_count	intron_10_79352392_79353645	2.6490027083418e-08	0.512
Astle_et_al_2016_Reticulocyte_count	intron_17_68444589_68450728	2.83104128295707e-08	0.501
Astle_et_al_2016_Reticulocyte_count	intron_11_61828597_61837778	3.10823521691729e-08	0.611
Astle_et_al_2016_Reticulocyte_count	intron_11_61790602_61792556	3.26555493016519e-08	0.605
Astle_et_al_2016_Reticulocyte_count	intron_11_61781824_61783498	3.57858319220668e-08	0.566
Astle_et_al_2016_Reticulocyte_count	intron_11_61781824_61783513	3.57858319220673e-08	0.573
Astle_et_al_2016_Reticulocyte_count	intron_11_61789990_61790423	4.61275983637915e-08	0.673
Astle_et_al_2016_Reticulocyte_count	intron_17_68450897_68457342	4.66947465517494e-08	0.744
Astle_et_al_2016_Reticulocyte_count	intron_7_32879942_32890977	4.68999944172651e-08	0.56
Astle_et_al_2016_Reticulocyte_count	intron_16_29925581_29925790	4.79383441999725e-08	0.655
Astle_et_al_2016_Reticulocyte_count	intron_8_141212556_141215759	4.87126250214116e-08	0.545
Astle_et_al_2016_Reticulocyte_count	intron_20_41169175_41169457	4.99700515854277e-08	0.788
Astle_et_al_2016_Reticulocyte_count	intron_16_29923359_29925539	5.23058938340456e-08	0.554
Astle_et_al_2016_Reticulocyte_count	intron_12_123924288_123942744	5.37595646009033e-08	0.714
Astle_et_al_2016_Reticulocyte_count	intron_11_65583765_65583920	5.37700086441808e-08	0.846
Astle_et_al_2016_Reticulocyte_count	intron_14_103563124_103587274	5.56176303488962e-08	0.626
Astle_et_al_2016_Reticulocyte_count	intron_2_32575366_32593915	5.98462967382228e-08	0.946
Astle_et_al_2016_Reticulocyte_count	intron_22_40301005_40301150	8.15732032312563e-08	0.593
Astle_et_al_2016_Reticulocyte_count	intron_6_31464130_31477027	9.07099130128206e-08	0.885
Astle_et_al_2016_Reticulocyte_count	intron_19_902434_902519	9.56486263609193e-08	0.636
Astle_et_al_2016_Reticulocyte_count	intron_22_40300586_40300910	9.78186446811643e-08	0.613
Astle_et_al_2016_Reticulocyte_count	intron_17_68452992_68457342	1.13856278433491e-07	0.754
Astle_et_al_2016_Reticulocyte_count	intron_11_8831688_8839310	1.51158272855967e-07	0.799
Astle_et_al_2016_Reticulocyte_count	intron_15_40011346_40017108	1.56552207928319e-07	0.919
Astle_et_al_2016_Reticulocyte_count	intron_13_109756308_109781575	1.80769310852838e-07	0.704
Astle_et_al_2016_Reticulocyte_count	intron_7_30460041_30463536	2.02999790842588e-07	0.512
Astle_et_al_2016_Reticulocyte_count	intron_11_65584002_65584241	2.05207928878765e-07	0.971
Astle_et_al_2016_Reticulocyte_count	intron_1_1848529_1852570	2.07300112776811e-07	0.68
Astle_et_al_2016_Reticulocyte_count	intron_11_8811335_8831556	2.36265494834934e-07	0.798
Astle_et_al_2016_Reticulocyte_count	intron_11_65581965_65584241	2.46759058826461e-07	0.981
Astle_et_al_2016_Reticulocyte_count	intron_12_6975148_6975696	2.73799673081502e-07	0.789
Astle_et_al_2016_Reticulocyte_count	intron_11_8811335_8839310	2.76085054828873e-07	0.799
Astle_et_al_2016_Reticulocyte_count	intron_11_65583765_65584241	2.76884994206297e-07	0.981
Astle_et_al_2016_Reticulocyte_count	intron_20_62353251_62356289	3.05800163932719e-07	0.694
Astle_et_al_2016_Sum_basophil_neutrophil_counts	intron_19_43649143_43652225	6.23160085427248e-66	0.987
Astle_et_al_2016_Sum_basophil_neutrophil_counts	intron_6_31269525_31269966	9.25400949582141e-63	0.997
Astle_et_al_2016_Sum_basophil_neutrophil_counts	intron_11_314356_314922	2.18563031512683e-49	0.841
Astle_et_al_2016_Sum_basophil_neutrophil_counts	intron_11_319990_320565	2.94592387430989e-44	0.784
Astle_et_al_2016_Sum_basophil_neutrophil_counts	intron_11_319985_320565	5.15722819089874e-44	0.811
Astle_et_al_2016_Sum_basophil_neutrophil_counts	intron_11_307792_308231	1.55344738285484e-43	0.78
Astle_et_al_2016_Sum_basophil_neutrophil_counts	intron_6_32007470_32007671	5.08183111559215e-43	0.637
Astle_et_al_2016_Sum_basophil_neutrophil_counts	intron_11_308438_309013	1.37056131304856e-40	0.972
Astle_et_al_2016_Sum_basophil_neutrophil_counts	intron_11_308438_314922	7.56888627311533e-36	0.884
Astle_et_al_2016_Sum_basophil_neutrophil_counts	intron_19_45239061_45245341	3.92298505518441e-31	0.713
Astle_et_al_2016_Sum_basophil_neutrophil_counts	intron_1_36475673_36479433	6.89568474958145e-24	0.984
Astle_et_al_2016_Sum_basophil_neutrophil_counts	intron_1_36475673_36477605	4.40629158791279e-23	0.952
Astle_et_al_2016_Sum_basophil_neutrophil_counts	intron_10_28524611_28525948	2.64717206155661e-21	0.594
Astle_et_al_2016_Sum_basophil_neutrophil_counts	intron_10_28524611_28532442	4.30100878155382e-21	0.54
Astle_et_al_2016_Sum_basophil_neutrophil_counts	intron_10_28524574_28525948	4.30100878155395e-21	0.567
Astle_et_al_2016_Sum_basophil_neutrophil_counts	intron_1_36477677_36479433	6.65997813570356e-21	0.974
Astle_et_al_2016_Sum_basophil_neutrophil_counts	intron_10_28526008_28532442	5.08609619376837e-20	0.606
Astle_et_al_2016_Sum_basophil_neutrophil_counts	intron_10_28526008_28531735	2.68945271361656e-19	0.544
Astle_et_al_2016_Sum_basophil_neutrophil_counts	intron_2_27372740_27373247	4.43599960177797e-18	0.79
Astle_et_al_2016_Sum_basophil_neutrophil_counts	intron_5_132295009_132302441	9.27265188335871e-16	0.512
Astle_et_al_2016_Sum_basophil_neutrophil_counts	intron_5_69292362_69294793	1.4224680610438e-15	0.614
